itrial,d,method,coverage,width
9,165,split,0.86,9.288642385967334
10,165,naive,0.0,2.4868995751603507e-14
10,165,jackknife,0.84,6.320235714083648
10,165,jackknife+,0.87,6.495838788058446
10,165,jackknife-mm,0.91,8.038578793951096
10,165,CV+,0.92,8.031205919276173
10,165,split,0.94,10.510677647644448
11,165,naive,0.0,2.5757174171303632e-14
11,165,jackknife,0.94,10.053145467538206
11,165,jackknife+,0.94,10.076084891665689
11,165,jackknife-mm,1.0,12.520159965380257
11,165,CV+,0.93,9.822223455663107
11,165,split,0.86,9.09379003366123
12,165,naive,0.0,2.3092638912203256e-14
12,165,jackknife,0.88,8.264617200116243
12,165,jackknife+,0.9,8.580522327232702
12,165,jackknife-mm,0.93,10.445594651784834
12,165,CV+,0.89,9.402969018845225
12,165,split,0.86,9.488865408329186
13,165,naive,0.0,1.9557688801796757e-14
13,165,jackknife,0.95,9.412418072944638
13,165,jackknife+,0.96,9.596432164659724
13,165,jackknife-mm,0.99,11.89748176441707
13,165,CV+,0.99,10.365149819487337
13,165,split,0.95,11.272398098011534
14,165,naive,0.0,2.5757174171303632e-14
14,165,jackknife,0.87,8.723361266948102
14,165,jackknife+,0.86,8.519718059083022
14,165,jackknife-mm,0.96,10.961405379315789
14,165,CV+,0.92,9.21563349355481
14,165,split,0.92,10.036465428449667
15,165,naive,0.0,2.815969679659247e-14
15,165,jackknife,0.95,9.497501446154532
15,165,jackknife+,0.96,9.826510537323918
15,165,jackknife-mm,0.99,11.758440517246367
15,165,CV+,0.97,10.011040971334806
15,165,split,0.92,8.437001159118259
16,165,naive,0.0,2.573941060290963e-14
16,165,jackknife,0.96,8.325247475873846
16,165,jackknife+,0.94,8.089072227510728
16,165,jackknife-mm,0.96,10.284954452063419
16,165,CV+,0.96,8.480442531602337
16,165,split,0.97,12.423144565593775
17,165,naive,0.0,2.3092638912203256e-14
17,165,jackknife,0.85,6.601354411324758
17,165,jackknife+,0.83,6.441941345640216
17,165,jackknife-mm,0.87,8.11123902199228
17,165,CV+,0.84,6.744294751087852
17,165,split,0.83,8.408179914585363
18,165,naive,0.0,2.574829238710663e-14
18,165,jackknife,0.9,8.994890656203891
18,165,jackknife+,0.88,8.60779644858353
18,165,jackknife-mm,0.97,11.19899565599272
18,165,CV+,0.93,9.278164729715735
18,165,split,0.88,8.068684210616654
19,165,naive,0.0,2.982059044143171e-14
19,165,jackknife,0.9,8.808985292720108
19,165,jackknife+,0.9,9.027393683415665
19,165,jackknife-mm,0.96,11.232582856692028
19,165,CV+,0.93,9.839215144938875
19,165,split,0.85,9.694761063046819
20,165,naive,0.0,2.4868995751603507e-14
20,165,jackknife,0.95,9.131102010785328
20,165,jackknife+,0.97,9.293329512537644
20,165,jackknife-mm,1.0,11.431356442268488
20,165,CV+,0.98,9.297528852647249
20,165,split,0.87,9.159817799322271
21,165,naive,0.0,2.0454749005693885e-14
21,165,jackknife,0.78,6.965145738148638
21,165,jackknife+,0.79,7.2686754878877355
21,165,jackknife-mm,0.86,8.765338492912853
21,165,CV+,0.84,7.875795742723206
21,165,split,0.93,9.116673573857609
22,165,naive,0.0,3.019806626980426e-14
22,165,jackknife,0.99,10.430817423301482
22,165,jackknife+,0.97,10.247685467911733
22,165,jackknife-mm,0.99,13.099065248589513
22,165,CV+,0.96,9.809579489132911
22,165,split,0.9,8.475918748851873
23,165,naive,0.0,2.1609380951304045e-14
23,165,jackknife,0.85,8.249983492383988
23,165,jackknife+,0.87,8.4352661499541
23,165,jackknife-mm,0.91,10.526415702655676
23,165,CV+,0.86,8.793159755921268
23,165,split,0.85,9.131865826851053
24,165,naive,0.0,2.1316282072803006e-14
24,165,jackknife,0.86,8.455835037547324
24,165,jackknife+,0.88,8.463247911343927
24,165,jackknife-mm,0.95,10.61685712665091
24,165,CV+,0.89,8.203888161635703
24,165,split,0.94,10.890019716231587
25,165,naive,0.0,3.197442310920451e-14
25,165,jackknife,0.99,9.833627830349316
25,165,jackknife+,0.99,10.162123765952433
25,165,jackknife-mm,1.0,12.252553610145437
25,165,CV+,0.99,10.72883630626118
25,165,split,0.97,11.750209406598053
26,165,naive,0.0,2.6645352591003757e-14
26,165,jackknife,0.85,7.489845602163305
26,165,jackknife+,0.87,7.8036291312432216
26,165,jackknife-mm,0.9,9.434932975076498
26,165,CV+,0.9,8.351374069288136
26,165,split,0.93,10.12031302379239
27,165,naive,0.0,2.5695001681924623e-14
27,165,jackknife,0.9,8.42987676902692
27,165,jackknife+,0.92,8.530220300036598
27,165,jackknife-mm,0.98,10.571926481782361
27,165,CV+,0.93,9.00349175016044
27,165,split,0.9,10.024572428932197
28,165,naive,0.0,2.6294522115222208e-14
28,165,jackknife,0.84,7.600921156141336
28,165,jackknife+,0.86,7.764825463157122
28,165,jackknife-mm,0.89,9.602780607917031
28,165,CV+,0.86,8.551550715337909
28,165,split,0.9,9.740080159963357
29,165,naive,0.0,4.475531056868931e-14
29,165,jackknife,0.91,8.947617800779545
29,165,jackknife+,0.91,8.978469258096311
29,165,jackknife-mm,0.96,11.258723406239628
29,165,CV+,0.93,9.385858296250458
29,165,split,0.89,9.133610623377196
30,165,naive,0.0,2.3074875343809254e-14
30,165,jackknife,0.97,10.070966518158256
30,165,jackknife+,0.97,9.858233174011277
30,165,jackknife-mm,1.0,12.592714159905702
30,165,CV+,0.99,10.967682076717203
30,165,split,0.95,11.444433414743115
31,165,naive,0.0,2.6652013929151508e-14
31,165,jackknife,0.88,6.711262917577493
31,165,jackknife+,0.88,6.705980197074018
31,165,jackknife-mm,0.94,8.349128855621808
31,165,CV+,0.91,7.883371296010273
31,165,split,0.92,10.965591048283384
32,165,naive,0.0,2.2737367544323207e-14
32,165,jackknife,0.95,9.855008069156606
32,165,jackknife+,0.95,9.71243718709157
32,165,jackknife-mm,0.98,12.18782029767702
32,165,CV+,0.92,9.382387826393407
32,165,split,0.93,10.082355642193072
33,165,naive,0.0,1.858069254012662e-14
33,165,jackknife,0.95,9.012805366572032
33,165,jackknife+,0.95,8.892122066469078
33,165,jackknife-mm,0.98,11.086773732051112
33,165,CV+,0.97,9.754667485231343
33,165,split,0.96,10.346349190571468
34,165,naive,0.0,2.842170943040401e-14
34,165,jackknife,0.86,7.167171568093064
34,165,jackknife+,0.89,7.263730277213444
34,165,jackknife-mm,0.94,9.22893686484997
34,165,CV+,0.89,7.720918348529467
34,165,split,0.9,8.80178131048853
35,165,naive,0.0,2.3443469387984805e-14
35,165,jackknife,0.96,8.899822704568466
35,165,jackknife+,0.95,9.027199332901402
35,165,jackknife-mm,0.99,11.198800172310802
35,165,CV+,0.96,9.056896471966274
35,165,split,0.86,8.968005518842094
36,165,naive,0.0,2.6552093856935243e-14
36,165,jackknife,0.93,8.757191962149362
36,165,jackknife+,0.93,9.062462655639392
36,165,jackknife-mm,0.98,10.945843325702846
36,165,CV+,0.95,9.718869457517101
36,165,split,0.93,11.843453466400298
37,165,naive,0.0,2.1316282072803006e-14
37,165,jackknife,0.94,9.284355278677397
37,165,jackknife+,0.94,8.865005319028178
37,165,jackknife-mm,0.98,11.458377211695801
37,165,CV+,0.95,9.765678074337806
37,165,split,0.89,9.07870735965665
38,165,naive,0.0,2.1316282072803006e-14
38,165,jackknife,0.93,9.609871501928525
38,165,jackknife+,0.92,9.32809656800778
38,165,jackknife-mm,0.99,11.982684159648898
38,165,CV+,0.92,9.467038074256896
38,165,split,0.87,9.329193794646502
39,165,naive,0.0,2.6627589022609755e-14
39,165,jackknife,0.89,7.94894852777164
39,165,jackknife+,0.9,7.945139310148338
39,165,jackknife-mm,0.96,9.95572394752637
39,165,CV+,0.94,9.1746325816958
39,165,split,0.92,9.832457133174643
40,165,naive,0.0,2.4868995751603507e-14
40,165,jackknife,0.86,7.961201955126737
40,165,jackknife+,0.87,8.355515855214287
40,165,jackknife-mm,0.94,10.09165715409232
40,165,CV+,0.88,8.424189331081418
40,165,split,0.87,8.171539601157521
41,165,naive,0.0,2.842170943040401e-14
41,165,jackknife,0.95,8.06232710133087
41,165,jackknife+,0.95,8.33311846785271
41,165,jackknife-mm,0.99,10.355427521410752
41,165,CV+,0.96,8.851998561792316
41,165,split,0.97,10.398933966885805
42,165,naive,0.0,2.1316282072803006e-14
42,165,jackknife,0.93,8.98409635649272
42,165,jackknife+,0.95,9.42704596206483
42,165,jackknife-mm,0.99,11.42688595808678
42,165,CV+,0.96,10.357045519285066
42,165,split,0.86,8.772151347332406
43,165,naive,0.0,2.1316282072803006e-14
43,165,jackknife,0.94,7.767000880126069
43,165,jackknife+,0.92,7.797042101738595
43,165,jackknife-mm,0.96,9.562366230185964
43,165,CV+,0.95,8.587834876276922
43,165,split,0.93,12.094008501420735
44,165,naive,0.0,2.3989699116100384e-14
44,165,jackknife,0.89,8.87592066130296
44,165,jackknife+,0.88,8.46095345455507
44,165,jackknife-mm,0.94,10.889999247053652
44,165,CV+,0.93,9.82595802780704
44,165,split,0.91,9.127559380462888
45,165,naive,0.0,2.1316282072803006e-14
45,165,jackknife,0.85,7.155287375070086
45,165,jackknife+,0.85,6.95497818613103
45,165,jackknife-mm,0.9,8.871475717734372
45,165,CV+,0.92,8.390016245434616
45,165,split,0.98,11.666862101810036
46,165,naive,0.0,2.3074875343809254e-14
46,165,jackknife,0.91,9.249240757392242
46,165,jackknife+,0.91,9.338337715793376
46,165,jackknife-mm,0.98,11.598440472422606
46,165,CV+,0.94,9.851846790913443
46,165,split,0.99,13.250648716654945
47,165,naive,0.0,2.4868995751603507e-14
47,165,jackknife,0.9,8.188174008870043
47,165,jackknife+,0.9,8.256644860610011
47,165,jackknife-mm,0.94,10.281113662518706
47,165,CV+,0.93,9.519758944751944
47,165,split,0.94,11.065519619480026
48,165,naive,0.0,2.4016344468691386e-14
48,165,jackknife,0.98,10.805231860250696
48,165,jackknife+,0.98,10.502266348336839
48,165,jackknife-mm,1.0,13.425899370047942
48,165,CV+,1.0,10.394201218286005
48,165,split,0.93,9.89858204281518
49,165,naive,0.0,2.2142288003124122e-14
49,165,jackknife,0.95,8.67744017326819
49,165,jackknife+,0.95,8.576685426309986
49,165,jackknife-mm,0.98,10.68867625663693
49,165,CV+,0.98,8.984650804521428
49,165,split,0.91,9.658470521044904
0,170,naive,0.0,3.0562219421881306e-14
0,170,jackknife,0.84,6.717560981871692
0,170,jackknife+,0.83,6.795570207434656
0,170,jackknife-mm,0.92,8.389842895741012
0,170,CV+,0.91,8.219096997254328
0,170,split,0.94,9.330242943586315
1,170,naive,0.0,2.3092638912203256e-14
1,170,jackknife,0.86,7.170296243585509
1,170,jackknife+,0.87,7.241078979231258
1,170,jackknife-mm,0.9,8.928761988373173
1,170,CV+,0.89,8.162728801893493
1,170,split,0.9,9.744738363462462
2,170,naive,0.0,1.6004975122996256e-14
2,170,jackknife,0.9,9.344577874109268
2,170,jackknife+,0.89,9.22522343626216
2,170,jackknife-mm,0.96,11.314092664316293
2,170,CV+,0.93,9.578019492335635
2,170,split,0.84,8.492681586698863
3,170,naive,0.0,2.4069635173873395e-14
3,170,jackknife,0.92,8.50620333515554
3,170,jackknife+,0.9,8.41885998369035
3,170,jackknife-mm,0.97,10.412458869480773
3,170,CV+,0.92,8.402175013547481
3,170,split,0.88,9.451091390802056
4,170,naive,0.0,2.405187160547939e-14
4,170,jackknife,0.87,8.315393082025567
4,170,jackknife+,0.88,8.638056227384485
4,170,jackknife-mm,0.96,10.414835268241527
4,170,CV+,0.9,8.48579835962725
4,170,split,0.86,8.26129692891467
5,170,naive,0.0,2.9878322038712213e-14
5,170,jackknife,0.96,9.248500711305375
5,170,jackknife+,0.96,9.077708259286709
5,170,jackknife-mm,0.98,11.41983701842368
5,170,CV+,0.96,9.785238441028959
5,170,split,0.89,9.135470311307163
6,170,naive,0.0,1.9539925233402755e-14
6,170,jackknife,0.88,8.529381641149028
6,170,jackknife+,0.86,8.465678720090725
6,170,jackknife-mm,0.93,10.637228582638551
6,170,CV+,0.88,8.876450376165936
6,170,split,0.72,7.771182943057546
7,170,naive,0.0,3.2085445411667024e-14
7,170,jackknife,0.94,8.213820534932553
7,170,jackknife+,0.94,8.466263467244225
7,170,jackknife-mm,0.95,10.053199617562225
7,170,CV+,0.95,9.72805335394011
7,170,split,0.91,9.489838018885024
8,170,naive,0.0,2.842170943040401e-14
8,170,jackknife,0.98,9.813659429412048
8,170,jackknife+,0.98,9.531171017947171
8,170,jackknife-mm,1.0,12.060713629005413
8,170,CV+,0.99,9.594005401035314
8,170,split,0.96,10.078132945221675
9,170,naive,0.0,2.150002398337847e-14
9,170,jackknife,0.78,8.034810192961883
9,170,jackknife+,0.8,8.24232121041116
9,170,jackknife-mm,0.9,10.02995878174793
9,170,CV+,0.84,8.607611330117994
9,170,split,0.83,8.826300472293807
10,170,naive,0.0,2.5686119897727623e-14
10,170,jackknife,0.89,8.157075373824147
10,170,jackknife+,0.91,8.421559057344872
10,170,jackknife-mm,0.98,10.260304613061159
10,170,CV+,0.95,9.175579051329631
10,170,split,0.96,12.826896404160468
11,170,naive,0.0,1.9175772081325704e-14
11,170,jackknife,0.76,7.3207891580401245
11,170,jackknife+,0.78,7.5816485057698735
11,170,jackknife-mm,0.83,9.156277245665875
11,170,CV+,0.84,8.36942312840347
11,170,split,0.83,7.84307656652094
12,170,naive,0.0,2.1316282072803006e-14
12,170,jackknife,0.98,10.633083437161867
12,170,jackknife+,0.98,10.551216783992427
12,170,jackknife-mm,1.0,12.886298925738775
12,170,CV+,0.99,10.273430879592475
12,170,split,0.95,9.564567607150359
13,170,naive,0.0,2.1231905122931495e-14
13,170,jackknife,0.95,10.019763324782474
13,170,jackknife+,0.97,9.879255032618891
13,170,jackknife-mm,1.0,12.32299551265112
13,170,CV+,0.98,10.416078184685393
13,170,split,0.88,9.474648542968021
14,170,naive,0.0,2.666311615939776e-14
14,170,jackknife,0.87,8.625028883140171
14,170,jackknife+,0.87,8.771747922474615
14,170,jackknife-mm,0.95,10.61280701160304
14,170,CV+,0.94,9.257600241929806
14,170,split,0.93,13.232183955355161
15,170,naive,0.0,2.6996183066785306e-14
15,170,jackknife,0.96,10.952761116464531
15,170,jackknife+,0.96,10.733948903458296
15,170,jackknife-mm,1.0,13.436369292630406
15,170,CV+,0.99,11.570647804051484
15,170,split,0.9,10.004322514682487
16,170,naive,0.0,2.4007462684494386e-14
16,170,jackknife,0.87,7.813520982483517
16,170,jackknife+,0.87,7.8722746586146455
16,170,jackknife-mm,0.91,9.741191650568688
16,170,CV+,0.88,8.156157951944492
16,170,split,0.9,10.413320305994823
17,170,naive,0.0,1.9539925233402755e-14
17,170,jackknife,0.87,8.038366073972297
17,170,jackknife+,0.86,8.009783291097627
17,170,jackknife-mm,0.96,10.00940417675318
17,170,CV+,0.92,8.862154169496407
17,170,split,0.94,9.51327316133646
18,170,naive,0.0,2.2433166435575913e-14
18,170,jackknife,0.84,6.783300745116136
18,170,jackknife+,0.85,6.805141320947498
18,170,jackknife-mm,0.95,8.473744840900924
18,170,CV+,0.89,7.838235828394345
18,170,split,0.88,9.681933350465643
19,170,naive,0.0,2.3092638912203256e-14
19,170,jackknife,0.84,8.201124082648763
19,170,jackknife+,0.87,8.485986274783551
19,170,jackknife-mm,0.93,10.13861744561254
19,170,CV+,0.89,9.008360927421059
19,170,split,0.9,9.277434364273851
20,170,naive,0.0,2.3092638912203256e-14
20,170,jackknife,0.99,10.926832631532536
20,170,jackknife+,1.0,10.769790387477967
20,170,jackknife-mm,1.0,13.489739485948624
20,170,CV+,1.0,11.533628163780676
20,170,split,0.84,8.614600836507627
21,170,naive,0.0,3.197442310920451e-14
21,170,jackknife,0.91,8.969854828100672
21,170,jackknife+,0.9,8.805833258276358
21,170,jackknife-mm,0.96,11.018379680967916
21,170,CV+,0.94,9.717328326832288
21,170,split,0.92,11.111026471910462
22,170,naive,0.0,2.4868995751603507e-14
22,170,jackknife,0.85,7.981202731655494
22,170,jackknife+,0.85,7.771292363802902
22,170,jackknife-mm,0.93,9.869155417059284
22,170,CV+,0.89,8.151630034996277
22,170,split,0.97,12.764887932911735
23,170,naive,0.0,2.4868995751603507e-14
23,170,jackknife,0.91,7.88116885490865
23,170,jackknife+,0.93,7.955557994762859
23,170,jackknife-mm,0.97,9.91370756586354
23,170,CV+,0.95,9.12007395340371
23,170,split,0.89,8.235970234383705
24,170,naive,0.0,2.3686608230377714e-14
24,170,jackknife,0.92,8.696323987912713
24,170,jackknife+,0.93,8.778717202093702
24,170,jackknife-mm,0.98,10.742384929100886
24,170,CV+,0.96,9.434754356251855
24,170,split,0.87,8.75946377978263
25,170,naive,0.0,2.2177815139912126e-14
25,170,jackknife,0.92,10.10927501842753
25,170,jackknife+,0.91,9.790490551428334
25,170,jackknife-mm,0.98,12.302009721944422
25,170,CV+,0.93,9.958227866363401
25,170,split,0.93,10.71631256574474
26,170,naive,0.0,2.3110402480597258e-14
26,170,jackknife,0.82,7.55186079536721
26,170,jackknife+,0.84,7.915751328656098
26,170,jackknife-mm,0.94,9.320545845967304
26,170,CV+,0.88,8.294898321142249
26,170,split,0.91,10.143918045499412
27,170,naive,0.0,2.3110402480597258e-14
27,170,jackknife,0.86,7.335867501906289
27,170,jackknife+,0.85,7.544268833938364
27,170,jackknife-mm,0.93,9.10049878053624
27,170,CV+,0.89,8.279483727255567
27,170,split,0.88,8.753522466055422
28,170,naive,0.0,2.3425705819590803e-14
28,170,jackknife,0.84,7.8886836842321975
28,170,jackknife+,0.84,8.012609618295686
28,170,jackknife-mm,0.92,9.890944773993787
28,170,CV+,0.87,8.529926855196665
28,170,split,0.93,11.610594922537755
29,170,naive,0.0,2.2177815139912126e-14
29,170,jackknife,0.9,8.998417149489539
29,170,jackknife+,0.91,9.23589387117089
29,170,jackknife-mm,0.98,10.975861929628806
29,170,CV+,0.98,10.462467039232983
29,170,split,0.98,11.486990420983474
30,170,naive,0.0,1.789013381880977e-14
30,170,jackknife,0.75,5.785060044930336
30,170,jackknife+,0.77,5.951089639261362
30,170,jackknife-mm,0.85,7.2774147968080305
30,170,CV+,0.84,7.002159083152025
30,170,split,0.81,7.3216627227252395
31,170,naive,0.0,2.4868995751603507e-14
31,170,jackknife,0.97,12.25132287803156
31,170,jackknife+,0.98,11.703062019830668
31,170,jackknife-mm,0.99,15.025346977320073
31,170,CV+,0.98,12.100273301234408
31,170,split,0.9,10.61741334060968
32,170,naive,0.0,2.298161660974074e-14
32,170,jackknife,0.89,9.157750193507331
32,170,jackknife+,0.91,9.452239607938193
32,170,jackknife-mm,0.97,11.315213191331303
32,170,CV+,0.93,9.702618693162949
32,170,split,0.92,10.104336256530585
33,170,naive,0.0,2.1316282072803006e-14
33,170,jackknife,0.9,8.624740972293955
33,170,jackknife+,0.92,8.601006811282057
33,170,jackknife-mm,0.95,10.53225224006223
33,170,CV+,0.9,8.49160527519043
33,170,split,0.91,10.033231061399846
34,170,naive,0.0,2.6645352591003757e-14
34,170,jackknife,0.9,8.120341985896523
34,170,jackknife+,0.88,8.21780632283436
34,170,jackknife-mm,0.97,10.188047933912623
34,170,CV+,0.91,8.699506338072037
34,170,split,0.94,11.158853734031261
35,170,naive,0.0,2.6645352591003757e-14
35,170,jackknife,0.86,8.435370039818613
35,170,jackknife+,0.9,8.59497843921505
35,170,jackknife-mm,0.98,10.5812819854547
35,170,CV+,0.92,8.892741549248939
35,170,split,0.85,8.342158351339442
36,170,naive,0.0,2.3092638912203256e-14
36,170,jackknife,0.9,8.839995364378895
36,170,jackknife+,0.91,8.885879860131517
36,170,jackknife-mm,0.97,11.064461992171438
36,170,CV+,0.98,10.75207320714832
36,170,split,0.88,8.413147323749373
37,170,naive,0.0,2.3430146711689303e-14
37,170,jackknife,0.92,9.03267279615383
37,170,jackknife+,0.91,8.769603372903758
37,170,jackknife-mm,0.99,11.166045493684155
37,170,CV+,0.96,9.168821528342603
37,170,split,0.91,9.61692242868242
38,170,naive,0.0,2.1316282072803006e-14
38,170,jackknife,0.85,7.621570677150439
38,170,jackknife+,0.85,7.745295085973874
38,170,jackknife-mm,0.94,9.432119959894893
38,170,CV+,0.89,9.051567361502311
38,170,split,0.88,10.499166424249443
39,170,naive,0.0,3.019806626980426e-14
39,170,jackknife,0.87,7.52928549567313
39,170,jackknife+,0.84,7.343237829163386
39,170,jackknife-mm,0.94,9.170100656776192
39,170,CV+,0.9,8.004776057727613
39,170,split,0.87,8.46760376792168
40,170,naive,0.0,1.957545237019076e-14
40,170,jackknife,0.93,9.251506777960147
40,170,jackknife+,0.94,9.736369683347839
40,170,jackknife-mm,0.98,11.492448896952236
40,170,CV+,0.96,9.99696250931261
40,170,split,0.92,9.876517066606318
41,170,naive,0.0,2.6645352591003757e-14
41,170,jackknife,0.91,8.922386301672184
41,170,jackknife+,0.92,9.158894611164753
41,170,jackknife-mm,0.95,11.047531009132578
41,170,CV+,0.95,10.199713380859183
41,170,split,0.85,9.966930151966833
42,170,naive,0.0,2.4868995751603507e-14
42,170,jackknife,0.88,7.700822646036281
42,170,jackknife+,0.89,7.810823411630983
42,170,jackknife-mm,0.99,9.550166164609033
42,170,CV+,0.98,8.880842236517292
42,170,split,0.96,11.086546932016947
43,170,naive,0.0,2.1316282072803006e-14
43,170,jackknife,0.92,7.973171553112394
43,170,jackknife+,0.91,7.6532986507988365
43,170,jackknife-mm,0.97,9.763375563384011
43,170,CV+,0.94,8.040004385407975
43,170,split,0.95,10.190936982334707
