itrial,d,method,coverage,width
0,155,jackknife-mm,0.94,8.2894535353126
0,155,CV+,0.91,7.324780473434117
0,155,split,0.96,9.223667018640752
1,155,naive,0.0,2.2151169787321124e-14
1,155,jackknife,0.96,10.322549690248733
1,155,jackknife+,0.96,10.735519355552793
1,155,jackknife-mm,0.98,13.158775766389729
1,155,CV+,0.97,10.973443705273699
1,155,split,0.96,11.075916454277605
2,155,naive,0.0,2.212452443473012e-14
2,155,jackknife,0.99,12.976748151066879
2,155,jackknife+,0.99,12.57123167904494
2,155,jackknife-mm,1.0,16.17293215206764
2,155,CV+,0.99,11.188722124930573
2,155,split,0.94,10.270194078464874
3,155,naive,0.0,2.666311615939776e-14
3,155,jackknife,0.97,10.161763159530205
3,155,jackknife+,0.97,10.106450977755328
3,155,jackknife-mm,0.99,13.032660377293933
3,155,CV+,0.98,11.025667457768051
3,155,split,0.89,9.072331718507458
4,155,naive,0.0,2.212452443473012e-14
4,155,jackknife,0.84,7.573110720121159
4,155,jackknife+,0.83,7.359146378378815
4,155,jackknife-mm,0.94,9.541176083999817
4,155,CV+,0.86,7.7728048399336265
4,155,split,0.93,10.010606108485947
5,155,naive,0.0,2.2799540033702216e-14
5,155,jackknife,0.88,9.613556799904243
5,155,jackknife+,0.88,9.590689301562277
5,155,jackknife-mm,0.96,12.168780988417797
5,155,CV+,0.91,10.173863474501115
5,155,split,0.86,8.465416168489323
6,155,naive,0.0,2.9247715360725124e-14
6,155,jackknife,0.98,8.948320487936591
6,155,jackknife+,0.98,9.155196964797724
6,155,jackknife-mm,1.0,11.319365743826918
6,155,CV+,0.96,9.010244693267017
6,155,split,0.83,8.379291151042173
7,155,naive,0.0,2.049915792667889e-14
7,155,jackknife,0.92,9.154012769261733
7,155,jackknife+,0.93,9.51289733947971
7,155,jackknife-mm,0.96,11.517755439595524
7,155,CV+,0.93,9.116488725814968
7,155,split,0.91,10.644576100109486
8,155,naive,0.0,2.1680435224880057e-14
8,155,jackknife,0.9,8.5611518351208
8,155,jackknife+,0.9,8.246526598284943
8,155,jackknife-mm,0.95,10.64893033108926
8,155,CV+,0.91,8.781725003655998
8,155,split,0.88,9.028047753794455
9,155,naive,0.0,2.1316282072803006e-14
9,155,jackknife,0.75,6.85825167263211
9,155,jackknife+,0.81,7.040919981733589
9,155,jackknife-mm,0.88,8.776775004423007
9,155,CV+,0.85,7.624666324841368
9,155,split,0.8,8.550225531396423
10,155,naive,0.0,2.4868995751603507e-14
10,155,jackknife,0.88,8.611480439708195
10,155,jackknife+,0.88,8.659571780886017
10,155,jackknife-mm,0.96,10.915471518840416
10,155,CV+,0.92,9.245428358840025
10,155,split,0.94,10.18448529177352
11,155,naive,0.0,2.926547892911913e-14
11,155,jackknife,0.93,8.68998888799081
11,155,jackknife+,0.93,8.578943504919447
11,155,jackknife-mm,0.98,10.91890342136515
11,155,CV+,0.94,8.363589467575123
11,155,split,0.95,11.168267059915253
12,155,naive,0.0,2.1316282072803006e-14
12,155,jackknife,0.88,8.109635707970492
12,155,jackknife+,0.87,8.089226531080758
12,155,jackknife-mm,0.96,10.352497741854588
12,155,CV+,0.94,9.24156118637927
12,155,split,0.88,9.50666011925285
13,155,naive,0.0,2.3110402480597258e-14
13,155,jackknife,0.76,6.22591931578942
13,155,jackknife+,0.8,6.476913878870338
13,155,jackknife-mm,0.87,7.943882599231981
13,155,CV+,0.9,8.610797829901086
13,155,split,0.9,9.757123030222063
14,155,naive,0.0,2.0525803279269894e-14
14,155,jackknife,0.83,8.488805437888882
14,155,jackknife+,0.83,8.632553920719953
14,155,jackknife-mm,0.95,10.699496722217766
14,155,CV+,0.88,9.353712431522826
14,155,split,0.86,9.867790493422952
15,155,naive,0.0,2.0159429681143594e-14
15,155,jackknife,0.97,10.328099711842576
15,155,jackknife+,0.96,10.510886860153539
15,155,jackknife-mm,0.99,12.90807974465912
15,155,CV+,0.96,9.873093026432487
15,155,split,0.91,8.777201496647537
16,155,naive,0.0,2.1316282072803006e-14
16,155,jackknife,0.89,7.646621116653361
16,155,jackknife+,0.89,7.6515646351116535
16,155,jackknife-mm,0.95,9.738626878447104
16,155,CV+,0.9,8.571075797172211
16,155,split,0.98,11.221191328627103
17,155,naive,0.0,2.3998580900297383e-14
17,155,jackknife,0.86,6.9084140489764
17,155,jackknife+,0.88,7.2501748361824
17,155,jackknife-mm,0.97,8.88738092386193
17,155,CV+,0.94,8.119487945599356
17,155,split,0.96,10.623049164502596
18,155,naive,0.0,2.4868995751603507e-14
18,155,jackknife,0.94,7.953219580415512
18,155,jackknife+,0.94,8.448130923808412
18,155,jackknife-mm,0.97,10.136137003984427
18,155,CV+,0.96,8.79695014304687
18,155,split,0.93,10.255605398132959
19,155,naive,0.0,2.4868995751603507e-14
19,155,jackknife,0.96,9.548641607539137
19,155,jackknife+,0.97,9.18176041616786
19,155,jackknife-mm,1.0,11.994600425656706
19,155,CV+,0.99,10.948923941885498
19,155,split,0.95,10.953125154643745
20,155,naive,0.0,2.2177815139912126e-14
20,155,jackknife,0.84,7.570123356393167
20,155,jackknife+,0.84,7.757497817078184
20,155,jackknife-mm,0.96,9.642989527003435
20,155,CV+,0.96,9.687707701488552
20,155,split,0.87,9.151359674621297
21,155,naive,0.0,2.2142288003124122e-14
21,155,jackknife,0.98,10.15011143213723
21,155,jackknife+,0.98,10.416067762406328
21,155,jackknife-mm,0.99,12.714534240145666
21,155,CV+,0.98,10.392347111530496
21,155,split,0.87,8.932114055304313
22,155,naive,0.0,2.2168933355715127e-14
22,155,jackknife,0.91,7.614270022381786
22,155,jackknife+,0.92,7.877960567645525
22,155,jackknife-mm,0.98,9.597320885472984
22,155,CV+,0.9,7.505471967637521
22,155,split,0.87,9.03200421119303
23,155,naive,0.0,2.5712765250318625e-14
23,155,jackknife,0.78,6.457895635600538
23,155,jackknife+,0.8,6.621640412096437
23,155,jackknife-mm,0.91,8.20360112276748
23,155,CV+,0.81,6.926454942946077
23,155,split,0.92,10.01948166842101
24,155,naive,0.0,1.9539925233402755e-14
24,155,jackknife,0.86,7.697066019408759
24,155,jackknife+,0.87,7.835113074666207
24,155,jackknife-mm,0.91,9.751763874006496
24,155,CV+,0.87,8.270437290948998
24,155,split,0.9,9.468609156312171
25,155,naive,0.0,2.5641710976742616e-14
25,155,jackknife,0.8,6.084328912097067
25,155,jackknife+,0.81,6.025369605936525
25,155,jackknife-mm,0.88,7.7454858697318665
25,155,CV+,0.89,7.510341186119759
25,155,split,0.87,10.330552757269261
26,155,naive,0.0,1.9539925233402755e-14
26,155,jackknife,0.96,10.4163237536635
26,155,jackknife+,0.98,11.042430066806814
26,155,jackknife-mm,1.0,13.362566280751166
26,155,CV+,0.98,10.472573678850473
26,155,split,0.94,10.178810595228157
27,155,naive,0.0,2.4868995751603507e-14
27,155,jackknife,0.83,6.655599923192195
27,155,jackknife+,0.83,6.78708428633483
27,155,jackknife-mm,0.89,8.529440611675469
27,155,CV+,0.91,8.130345409161999
27,155,split,0.93,10.03403466488726
28,155,naive,0.0,2.2115642650533117e-14
28,155,jackknife,0.96,9.619654985733892
28,155,jackknife+,0.98,10.040446071944551
28,155,jackknife-mm,0.98,12.225542016380581
28,155,CV+,0.98,10.308256826962829
28,155,split,0.86,9.132034380930714
29,155,naive,0.0,2.069344695598829e-14
29,155,jackknife,0.88,8.466054927385665
29,155,jackknife+,0.9,8.683788265561088
29,155,jackknife-mm,0.92,10.81208967796944
29,155,CV+,0.93,9.506120469464319
29,155,split,0.86,8.89766039236335
30,155,naive,0.0,2.477351657148574e-14
30,155,jackknife,0.85,7.09219207343418
30,155,jackknife+,0.88,7.190833502135463
30,155,jackknife-mm,0.95,8.89296762560212
30,155,CV+,0.94,8.100774884218815
30,155,split,0.97,10.805358816263297
31,155,naive,0.0,2.0410340084708878e-14
31,155,jackknife,0.91,7.618031175530595
31,155,jackknife+,0.94,7.912277642996345
31,155,jackknife-mm,0.99,9.655493142047023
31,155,CV+,0.99,9.025791266367346
31,155,split,0.97,11.2212823690272
32,155,naive,0.0,2.524203068787756e-14
32,155,jackknife,0.82,7.5979249262524124
32,155,jackknife+,0.86,7.984212392281425
32,155,jackknife-mm,0.95,9.759408833274321
32,155,CV+,0.9,8.338348028269719
32,155,split,0.85,9.178788505306555
33,155,naive,0.0,2.064792781197866e-14
33,155,jackknife,0.9,7.988295711743611
33,155,jackknife+,0.88,7.871038153631628
33,155,jackknife-mm,0.96,10.51361532766002
33,155,CV+,0.9,8.467572309452844
33,155,split,0.86,9.90605721189638
34,155,naive,0.0,2.1658230764387555e-14
34,155,jackknife,0.93,8.49217758504127
34,155,jackknife+,0.95,8.806430035257602
34,155,jackknife-mm,1.0,10.695828586061742
34,155,CV+,0.96,9.005756264186092
34,155,split,0.91,10.012901934877164
35,155,naive,0.0,2.4567015088905464e-14
35,155,jackknife,0.83,6.999122123343572
35,155,jackknife+,0.87,7.1408431511074095
35,155,jackknife-mm,0.94,8.871761050935207
35,155,CV+,0.91,8.025144554304502
35,155,split,0.88,9.664032010575971
36,155,naive,0.0,3.4092728640189305e-14
36,155,jackknife,0.92,8.62955607253434
36,155,jackknife+,0.93,8.890911559051608
36,155,jackknife-mm,0.99,11.05002368083894
36,155,CV+,0.97,10.101362440441955
36,155,split,0.89,9.45676812500457
37,155,naive,0.0,2.1316282072803006e-14
37,155,jackknife,0.96,8.656691688235576
37,155,jackknife+,0.94,8.677583819385493
37,155,jackknife-mm,0.98,11.125815632754188
37,155,CV+,0.95,9.212604065550737
37,155,split,0.91,9.224851117392065
38,155,naive,0.0,2.398081733190338e-14
38,155,jackknife,0.89,8.572130791932262
38,155,jackknife+,0.91,8.56713763639404
38,155,jackknife-mm,0.96,10.710549738445076
38,155,CV+,0.93,9.271330790593804
38,155,split,0.9,9.644692199509587
39,155,naive,0.0,2.6645352591003757e-14
39,155,jackknife,0.94,8.242027409886994
39,155,jackknife+,0.93,8.16238508501246
39,155,jackknife-mm,0.99,10.306470867556756
39,155,CV+,0.95,8.189171207674972
39,155,split,0.95,9.343875608970386
40,155,naive,0.0,2.6645352591003757e-14
40,155,jackknife,0.86,8.97545326968358
40,155,jackknife+,0.85,9.018668613645747
40,155,jackknife-mm,0.93,11.273866055149101
40,155,CV+,0.91,9.67247745838755
40,155,split,0.82,9.300337568318808
41,155,naive,0.0,2.3989699116100384e-14
41,155,jackknife,0.87,7.336838244624605
41,155,jackknife+,0.91,7.746242806662401
41,155,jackknife-mm,0.96,9.355863170702547
41,155,CV+,0.94,8.595109319706008
41,155,split,0.8,6.9928298339597905
42,155,naive,0.0,2.4007462684494386e-14
42,155,jackknife,0.95,9.355789759263272
42,155,jackknife+,0.96,9.555004890278168
42,155,jackknife-mm,0.97,11.924265933149766
42,155,CV+,0.96,9.641045187298149
42,155,split,0.91,9.382657720434516
43,155,naive,0.0,3.288036509729864e-14
43,155,jackknife,0.9,7.675715638970097
43,155,jackknife+,0.91,7.778527627963464
43,155,jackknife-mm,0.97,9.753229151745812
43,155,CV+,0.91,8.041012901737865
43,155,split,0.86,8.493414424810535
44,155,naive,0.0,2.049027614248189e-14
44,155,jackknife,0.81,6.885317885310892
44,155,jackknife+,0.86,7.177716372141015
44,155,jackknife-mm,0.93,8.85693045649678
44,155,CV+,0.91,8.098374437105083
44,155,split,0.84,8.072921045364327
45,155,naive,0.0,2.1316282072803006e-14
45,155,jackknife,0.92,8.327933659400093
45,155,jackknife+,0.92,8.124376502995014
45,155,jackknife-mm,0.98,10.660158058852872
45,155,CV+,0.92,8.654071266787412
45,155,split,0.93,10.603076663554274
46,155,naive,0.0,2.842170943040401e-14
46,155,jackknife,0.95,9.234575329702436
46,155,jackknife+,0.96,9.421489400549836
46,155,jackknife-mm,0.97,11.797386523685748
46,155,CV+,0.97,10.606655147618124
46,155,split,0.85,9.613033467545163
47,155,naive,0.0,2.6982860390489804e-14
47,155,jackknife,0.89,7.414661089717689
47,155,jackknife+,0.85,7.120228107580723
47,155,jackknife-mm,0.97,9.1982897757514
47,155,CV+,0.92,8.026839143189072
47,155,split,0.87,8.083204927351481
48,155,naive,0.0,2.3092638912203256e-14
48,155,jackknife,0.89,7.92609132554802
48,155,jackknife+,0.9,8.031134005842562
48,155,jackknife-mm,0.93,10.091555391478499
48,155,CV+,0.93,8.784234297286337
48,155,split,0.81,8.24831801989725
49,155,naive,0.0,2.4007462684494386e-14
49,155,jackknife,0.9,8.0566990629056
49,155,jackknife+,0.92,8.593967517320754
49,155,jackknife-mm,0.97,10.323434347903895
49,155,CV+,0.94,9.134421807724925
49,155,split,0.9,9.212901548535433
0,160,naive,0.0,2.842170943040401e-14
0,160,jackknife,0.92,8.937941780496853
0,160,jackknife+,0.95,9.280214599398715
0,160,jackknife-mm,0.99,11.109217832658512
0,160,CV+,0.98,9.530038162257759
0,160,split,0.85,8.308555396757784
1,160,naive,0.0,2.4868995751603507e-14
1,160,jackknife,0.98,10.238937371731687
1,160,jackknife+,0.99,10.357086519343603
1,160,jackknife-mm,0.99,12.901645488621035
1,160,CV+,0.98,9.581649787775582
1,160,split,0.96,11.575271632233726
2,160,naive,0.0,2.2724044868027705e-14
2,160,jackknife,0.83,6.4509601434105015
2,160,jackknife+,0.84,6.555381433969591
2,160,jackknife-mm,0.92,8.137455631248764
2,160,CV+,0.91,8.08860987790064
2,160,split,0.88,9.614196688940071
3,160,naive,0.0,2.6645352591003757e-14
3,160,jackknife,0.88,8.434972233908672
3,160,jackknife+,0.85,8.149268253844461
3,160,jackknife-mm,0.95,10.494447885633365
3,160,CV+,0.87,8.289060926691086
3,160,split,0.93,10.296608872789186
4,160,naive,0.0,2.842170943040401e-14
4,160,jackknife,0.91,9.141380427350775
4,160,jackknife+,0.91,9.408905967791153
4,160,jackknife-mm,0.97,11.689088738657588
4,160,CV+,0.93,9.669970308902693
4,160,split,0.81,9.153863374192035
5,160,naive,0.0,2.475131211099324e-14
5,160,jackknife,0.93,8.631494980420403
5,160,jackknife+,0.94,8.570427255231492
5,160,jackknife-mm,0.98,10.955937853485748
5,160,CV+,0.96,9.573973429693712
5,160,split,0.95,11.815114156866304
6,160,naive,0.0,2.2195578708306128e-14
6,160,jackknife,0.86,7.010985735082603
6,160,jackknife+,0.88,7.410582075261915
6,160,jackknife-mm,0.96,9.18573292545936
6,160,CV+,0.93,8.610912830782953
6,160,split,0.97,10.087963366196938
7,160,naive,0.0,4.474642878449231e-14
7,160,jackknife,0.84,7.773090305569782
7,160,jackknife+,0.82,7.63763625729508
7,160,jackknife-mm,0.95,9.721506161800434
7,160,CV+,0.89,8.241142333579035
7,160,split,0.83,7.700851834375734
8,160,naive,0.0,3.109512647370138e-14
8,160,jackknife,0.92,8.701496967376128
8,160,jackknife+,0.91,8.3295212272639
8,160,jackknife-mm,0.96,10.843400480350201
8,160,CV+,0.91,8.294497566455982
8,160,split,0.93,10.477761229535279
9,160,naive,0.0,2.4034108037085388e-14
9,160,jackknife,0.89,6.868409688737294
9,160,jackknife+,0.9,6.859321635580448
9,160,jackknife-mm,0.97,8.637276998623264
9,160,CV+,0.95,7.671689558228825
9,160,split,0.95,10.658827314584538
10,160,naive,0.0,2.5721647034515627e-14
10,160,jackknife,0.9,8.42823050933123
10,160,jackknife+,0.94,8.53118314651393
10,160,jackknife-mm,0.97,10.40955667258276
10,160,CV+,0.95,8.686061564901813
10,160,split,0.92,9.250253116233246
11,160,naive,0.0,2.3092638912203256e-14
11,160,jackknife,0.71,7.196421114046341
11,160,jackknife+,0.74,7.413238466356087
11,160,jackknife-mm,0.89,9.115949163941888
11,160,CV+,0.84,8.348238386623855
11,160,split,0.92,10.622794487412413
12,160,naive,0.0,3.283595617631363e-14
12,160,jackknife,0.84,7.5927084976097
12,160,jackknife+,0.86,7.488716179729704
12,160,jackknife-mm,0.96,9.512874676380772
12,160,CV+,0.88,7.870272492927088
12,160,split,0.85,10.145130744456884
13,160,naive,0.0,3.3075764349632665e-14
13,160,jackknife,0.79,6.829714098372667
13,160,jackknife+,0.81,7.122948091149259
13,160,jackknife-mm,0.84,8.631164210005386
13,160,CV+,0.84,7.475841076373942
13,160,split,0.78,7.752548395820184
14,160,naive,0.0,2.4868995751603507e-14
14,160,jackknife,0.93,8.261772210707923
14,160,jackknife+,0.93,8.150343175552138
14,160,jackknife-mm,0.97,10.236580975234872
14,160,CV+,0.93,8.796277534636511
14,160,split,0.97,10.882950475855626
15,160,naive,0.0,2.4868995751603507e-14
15,160,jackknife,0.97,9.209118056125616
15,160,jackknife+,0.96,9.180368916818324
15,160,jackknife-mm,1.0,11.31534183678752
15,160,CV+,0.99,9.473510075816987
15,160,split,0.98,11.204740326162085
16,160,naive,0.0,1.9539925233402755e-14
16,160,jackknife,0.84,7.081987710716735
16,160,jackknife+,0.82,7.124122284478991
16,160,jackknife-mm,0.95,8.87865039295946
16,160,CV+,0.87,7.637425996434665
16,160,split,0.8,7.927624925102009
17,160,naive,0.0,2.5360824551512452e-14
17,160,jackknife,1.0,11.59521164170102
17,160,jackknife+,1.0,12.00049844966511
17,160,jackknife-mm,1.0,14.808976336059036
17,160,CV+,0.99,12.064627582055069
17,160,split,0.93,9.549438853224506
18,160,naive,0.0,2.4060753389676392e-14
18,160,jackknife,0.85,7.443723726775176
18,160,jackknife+,0.86,7.196085613994829
18,160,jackknife-mm,0.96,9.257707157499102
18,160,CV+,0.94,8.331553772338491
18,160,split,0.94,8.520870358665402
19,160,naive,0.0,3.163247441761996e-14
19,160,jackknife,0.95,7.960267826353411
19,160,jackknife+,0.92,7.995546981799232
19,160,jackknife-mm,0.98,9.972489807883198
19,160,CV+,0.94,8.134846784133668
19,160,split,0.93,9.485506843316104
20,160,naive,0.0,2.3092638912203256e-14
20,160,jackknife,0.88,8.47355814429534
20,160,jackknife+,0.88,8.603323978133185
20,160,jackknife-mm,0.96,10.585674470809016
20,160,CV+,0.9,8.497285342154914
20,160,split,0.94,10.751110504176847
21,160,naive,0.0,2.303934820702125e-14
21,160,jackknife,0.98,11.23287014667744
21,160,jackknife+,0.98,10.74943047740894
21,160,jackknife-mm,0.98,13.752648721953976
21,160,CV+,0.98,11.60751380040373
21,160,split,0.93,10.242708526026483
22,160,naive,0.0,2.875921722989006e-14
22,160,jackknife,0.95,10.278097440852783
22,160,jackknife+,0.96,10.22362023886573
22,160,jackknife-mm,0.98,12.755069181709375
22,160,CV+,0.94,9.943601019597256
22,160,split,0.92,9.185037924859868
23,160,naive,0.0,2.0463630789890885e-14
23,160,jackknife,0.92,8.522097123979838
23,160,jackknife+,0.93,8.730950260963553
23,160,jackknife-mm,0.99,10.798383679644724
23,160,CV+,0.96,9.280253602834229
23,160,split,0.86,8.797039345498012
24,160,naive,0.0,1.8625101461111625e-14
24,160,jackknife,0.97,10.053025572631235
24,160,jackknife+,0.98,10.220377487434453
24,160,jackknife-mm,1.0,12.491584804254877
24,160,CV+,0.96,10.270982536182794
24,160,split,0.87,7.64139745574381
25,160,naive,0.0,2.3092638912203256e-14
25,160,jackknife,0.94,10.015099399607946
25,160,jackknife+,0.94,10.020320826127527
25,160,jackknife-mm,0.98,12.44117853981318
25,160,CV+,0.95,9.976506605020393
25,160,split,0.96,10.159273030428041
26,160,naive,0.0,3.197442310920451e-14
26,160,jackknife,0.72,6.391074586294519
26,160,jackknife+,0.74,6.599082503220871
26,160,jackknife-mm,0.83,8.057771439029443
26,160,CV+,0.79,7.107727423846452
26,160,split,0.9,9.989018841123531
27,160,naive,0.0,2.7569058147491886e-14
27,160,jackknife,0.87,6.848287711365896
27,160,jackknife+,0.88,7.046785027052222
27,160,jackknife-mm,0.93,8.850882630096187
27,160,CV+,0.91,8.146469644472196
27,160,split,0.92,9.667157970348258
28,160,naive,0.0,2.4868995751603507e-14
28,160,jackknife,0.89,7.7500511980763065
28,160,jackknife+,0.88,7.823048138415886
28,160,jackknife-mm,0.91,9.723476636690611
28,160,CV+,0.9,8.752572288936827
28,160,split,0.81,7.39738196347067
29,160,naive,0.0,2.4571455981003964e-14
29,160,jackknife,0.92,12.618958144358205
29,160,jackknife+,0.93,12.11041698024208
29,160,jackknife-mm,0.99,15.64599035365627
29,160,CV+,0.95,12.07551914658253
29,160,split,0.93,11.589417420257991
30,160,naive,0.0,2.3110402480597258e-14
30,160,jackknife,0.94,9.442212300621001
30,160,jackknife+,0.98,9.938145663850014
30,160,jackknife-mm,0.99,11.977813045714042
30,160,CV+,0.96,10.009449300815541
30,160,split,0.97,12.433916519969694
31,160,naive,0.0,2.666311615939776e-14
31,160,jackknife,0.97,9.16358326741184
31,160,jackknife+,0.97,9.030284923004489
31,160,jackknife-mm,0.99,11.441240982846953
31,160,CV+,0.99,10.228529772937188
31,160,split,0.96,10.611060276249791
32,160,naive,0.0,2.1316282072803006e-14
32,160,jackknife,0.88,8.521104103649803
32,160,jackknife+,0.91,8.878829524970005
32,160,jackknife-mm,0.96,10.785653027187198
32,160,CV+,0.92,8.751524812543057
32,160,split,0.94,10.271685723596418
33,160,naive,0.0,2.5712765250318625e-14
33,160,jackknife,0.85,8.270285690637364
33,160,jackknife+,0.89,8.812127728566056
33,160,jackknife-mm,0.96,10.421483059631123
33,160,CV+,0.9,9.30976520378713
33,160,split,0.88,10.159817623454394
34,160,naive,0.0,2.7713387140693158e-14
34,160,jackknife,0.73,6.299447793895446
34,160,jackknife+,0.74,6.537492095163613
34,160,jackknife-mm,0.88,8.021130893552987
34,160,CV+,0.86,7.590917937215809
34,160,split,0.89,9.889011016334626
35,160,naive,0.0,2.1196377986143487e-14
35,160,jackknife,0.83,7.413789172450411
35,160,jackknife+,0.82,7.371379242028984
35,160,jackknife-mm,0.95,9.197026246756504
35,160,CV+,0.86,7.749763953162374
35,160,split,0.9,7.94995894525119
36,160,naive,0.0,2.4868995751603507e-14
36,160,jackknife,0.85,7.64193164502209
36,160,jackknife+,0.85,7.34215053161993
36,160,jackknife-mm,0.89,9.50051099178989
36,160,CV+,0.88,7.691216173653499
36,160,split,0.96,10.3504661529764
37,160,naive,0.0,2.1316282072803006e-14
37,160,jackknife,0.91,7.161886920435034
37,160,jackknife+,0.93,7.5139367479137595
37,160,jackknife-mm,0.97,9.24457062548418
37,160,CV+,0.97,8.51911687226014
37,160,split,0.95,10.151642963057386
38,160,naive,0.0,2.34079422511968e-14
38,160,jackknife,0.93,8.616828991590156
38,160,jackknife+,0.94,8.606924453382238
38,160,jackknife-mm,0.99,10.763013320464
38,160,CV+,0.95,8.468471865431779
38,160,split,0.88,8.677537653575914
39,160,naive,0.0,2.2213342276700133e-14
39,160,jackknife,0.85,8.231795695592801
39,160,jackknife+,0.86,8.23979496951989
39,160,jackknife-mm,0.94,10.561245987709174
39,160,CV+,0.88,9.13951205583679
39,160,split,0.86,8.621492808607199
40,160,naive,0.0,2.3092638912203256e-14
40,160,jackknife,0.89,8.134436398669349
40,160,jackknife+,0.89,8.115498972555491
40,160,jackknife-mm,0.95,10.152558878495588
40,160,CV+,0.95,9.621033685059675
40,160,split,0.97,10.888079627171894
41,160,naive,0.0,3.3399949472823207e-14
41,160,jackknife,0.88,8.60611424845649
41,160,jackknife+,0.88,8.454174938228096
41,160,jackknife-mm,0.97,10.827602455242419
41,160,CV+,0.9,8.62702980970683
41,160,split,0.89,8.381368014205925
42,160,naive,0.0,2.4868995751603507e-14
42,160,jackknife,0.91,8.78976542691624
42,160,jackknife+,0.9,8.783001025611524
42,160,jackknife-mm,0.97,10.823933554086432
42,160,CV+,0.93,9.328959122733488
42,160,split,0.95,9.722171281033608
43,160,naive,0.0,2.5757174171303632e-14
43,160,jackknife,0.91,7.616506286296052
43,160,jackknife+,0.92,7.978809974767294
43,160,jackknife-mm,0.97,9.702903715234203
43,160,CV+,0.95,8.645025067720722
43,160,split,0.84,7.872482733410155
44,160,naive,0.0,2.098321516541546e-14
44,160,jackknife,0.89,9.190907554530327
44,160,jackknife+,0.91,9.542840436879212
44,160,jackknife-mm,0.99,11.602587141228556
44,160,CV+,0.93,8.947883677177899
44,160,split,0.82,6.823307210199606
45,160,naive,0.0,2.4868995751603507e-14
45,160,jackknife,0.93,9.402059154189367
45,160,jackknife+,0.94,9.198669114920419
45,160,jackknife-mm,0.98,11.757075825132752
45,160,CV+,0.96,9.655039309540252
45,160,split,0.86,9.204164874662409
46,160,naive,0.0,1.9557688801796757e-14
46,160,jackknife,0.92,9.357479971797495
46,160,jackknife+,0.92,9.485361107791142
46,160,jackknife-mm,0.96,11.603332255216083
46,160,CV+,0.95,10.015459036684234
46,160,split,0.86,8.864858819038913
47,160,naive,0.0,2.2151169787321124e-14
47,160,jackknife,0.78,6.161372140207435
47,160,jackknife+,0.8,6.501633287797521
47,160,jackknife-mm,0.88,7.806903547986046
47,160,CV+,0.83,7.09874290728864
47,160,split,0.97,10.32837233577549
48,160,naive,0.0,2.3110402480597258e-14
48,160,jackknife,0.89,8.780430741792056
48,160,jackknife+,0.91,9.166088454425342
48,160,jackknife-mm,0.97,11.1445215306979
48,160,CV+,0.94,9.28573852303558
48,160,split,0.93,10.938925182635662
49,160,naive,0.0,1.858069254012662e-14
49,160,jackknife,0.88,8.041243487910231
49,160,jackknife+,0.89,8.236783669796658
49,160,jackknife-mm,0.94,10.071856117484188
49,160,CV+,0.9,8.763950272555723
49,160,split,0.84,9.024937496534706
0,165,naive,0.0,2.3074875343809254e-14
0,165,jackknife,0.91,10.621764404767417
0,165,jackknife+,0.93,10.540950777709206
0,165,jackknife-mm,0.99,13.204877742011865
0,165,CV+,0.95,10.524711249547638
0,165,split,0.79,7.431200642556717
1,165,naive,0.0,2.0445867221496882e-14
1,165,jackknife,0.96,8.756516111402782
1,165,jackknife+,0.95,8.224730055336831
1,165,jackknife-mm,0.99,10.725250152856729
1,165,CV+,0.94,8.284813127049318
1,165,split,0.92,9.585836507853971
2,165,naive,0.0,3.197442310920451e-14
2,165,jackknife,0.87,7.37527251171958
2,165,jackknife+,0.9,7.954597437065539
2,165,jackknife-mm,0.95,9.330256825219738
2,165,CV+,0.94,9.23674728315607
2,165,split,0.96,11.46338131946143
3,165,naive,0.0,2.2195578708306128e-14
3,165,jackknife,0.88,8.03497988376963
3,165,jackknife+,0.9,8.149668706154834
3,165,jackknife-mm,0.94,9.998516842387026
3,165,CV+,0.95,9.28052894393609
3,165,split,0.88,8.321170109010637
4,165,naive,0.0,2.455813330470846e-14
4,165,jackknife,0.99,11.085891722490466
4,165,jackknife+,0.99,10.999840823607464
4,165,jackknife-mm,1.0,13.770032765403949
4,165,CV+,1.0,11.458732967617005
4,165,split,0.91,9.843296245334642
5,165,naive,0.0,2.4487079031132453e-14
5,165,jackknife,0.83,6.897484882876143
5,165,jackknife+,0.85,6.8874489286879905
5,165,jackknife-mm,0.94,8.681246707619621
5,165,CV+,0.9,7.497349604003713
5,165,split,0.87,9.109876947662313
6,165,naive,0.0,1.8607337892717623e-14
6,165,jackknife,0.83,8.89851109367077
6,165,jackknife+,0.82,8.945270376196751
6,165,jackknife-mm,0.89,10.948071952269254
6,165,CV+,0.87,9.264132892506971
6,165,split,0.87,10.305609312498298
7,165,naive,0.0,2.1316282072803006e-14
7,165,jackknife,0.89,8.962897594252215
7,165,jackknife+,0.86,8.567106034373891
7,165,jackknife-mm,0.97,10.925664529018334
7,165,CV+,0.87,8.614107463171392
7,165,split,0.84,9.228290117444454
8,165,naive,0.0,2.4868995751603507e-14
8,165,jackknife,0.9,7.948071682043036
8,165,jackknife+,0.9,8.053010737419404
8,165,jackknife-mm,0.97,10.023329948500823
8,165,CV+,0.93,9.128973055325385
8,165,split,0.86,7.790589976378905
9,165,naive,0.0,3.7339020764193264e-14
9,165,jackknife,0.7,5.494390281963041
9,165,jackknife+,0.7,5.719317643199593
9,165,jackknife-mm,0.84,7.0407122090022
9,165,CV+,0.81,6.791260675024244
